"V160001","V161126","V161196","V161342","V162034a","V162148"
400154,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400158,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400165,"3. Slightly liberal","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
400172,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400174,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400175,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
400181,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400183,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
400194,"2. Liberal","3. Neither favor nor oppose","2. Female","4. Jill Stein","3. Neither favor nor oppose"
400195,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400198,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400200,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400204,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400208,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400213,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400214,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400224,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400232,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400237,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400243,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400244,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400251,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400259,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","2. Donald Trump","1. Favor"
400262,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400268,"6. Conservative","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
400271,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400274,"3. Slightly liberal","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400275,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400277,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400279,"5. Slightly conservative","2. Oppose","1. Male","3. Gary Johnson","2. Oppose"
400281,"5. Slightly conservative","1. Favor","1. Male","3. Gary Johnson","2. Oppose"
400285,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400290,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
400296,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400305,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400306,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400308,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400317,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400318,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400320,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400324,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
400339,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400342,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400344,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400352,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400362,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400367,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","3. Gary Johnson","1. Favor"
400376,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400377,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400379,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400382,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400385,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
400394,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400399,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400402,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400404,"7. Extremely conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400406,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400408,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400416,"5. Slightly conservative","1. Favor","1. Male","3. Gary Johnson","2. Oppose"
400418,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400424,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400439,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400442,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400444,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
400451,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400458,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400466,"2. Liberal","2. Oppose","2. Female","3. Gary Johnson","3. Neither favor nor oppose"
400471,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400481,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400494,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
400496,"3. Slightly liberal","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
400498,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400499,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400500,"4. Moderate, middle of the road","2. Oppose","2. Female","3. Gary Johnson","1. Favor"
400503,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400504,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400505,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400509,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400514,"2. Liberal","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
400530,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400531,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400533,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
400542,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
400543,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400551,"2. Liberal","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
400560,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400563,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
400564,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
400565,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400566,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400567,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
400572,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400573,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400583,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
400594,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400596,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400598,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","3. Gary Johnson","2. Oppose"
400600,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
400603,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400604,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400605,"5. Slightly conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
400614,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400618,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
400627,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400629,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400630,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
400637,"4. Moderate, middle of the road","2. Oppose","2. Female","4. Jill Stein","1. Favor"
400648,"2. Liberal","1. Favor","2. Female","2. Donald Trump","1. Favor"
400649,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
400651,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
400657,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
400658,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400663,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
400668,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400671,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400679,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400683,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
400691,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400697,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
400699,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
400703,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400705,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400706,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","3. Gary Johnson","2. Oppose"
400707,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400708,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
400712,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
400719,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400727,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400728,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400733,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400735,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400738,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400742,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400745,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","1. Favor"
400750,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400753,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400755,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400756,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
400758,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400768,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400772,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400777,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400788,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400796,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
400802,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400809,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
400815,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","2. Oppose"
400820,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
400833,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400841,"6. Conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
400846,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400858,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
400860,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
400863,"7. Extremely conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
400866,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
400870,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400871,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
400879,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
400880,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400881,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400886,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","3. Gary Johnson","1. Favor"
400887,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
400898,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
400899,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
400912,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400913,"2. Liberal","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","2. Oppose"
400917,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400923,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
400931,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
400934,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
400935,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
400937,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
400941,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
